  model   year   price   transmissionmileage fuelTypetax         mpg    engineSizeautomaker age
32702   Polo   2018   12995Manual       2665Petrol   145   52.3     1volkswagen    5
32703   Polo   2019   14995Manual       2042Petrol   145   52.3     1volkswagen    4
32704   Polo   2017   10998Manual      19864Petrol   145   60.1   1.2volkswagen    6
32705   Polo   2017   11698Manual      13015Petrol   145   60.1   1.2volkswagen    6
32706   Polo   2019   15985Manual       2576Petrol   145   52.3     1volkswagen    4
32707   Polo   2019   14985Manual        791Petrol   145   48.7     1volkswagen    4
32708   Polo   2016   10995Manual      10768Diesel     0   60.1   1.4volkswagen    7
32709   Polo   2019   14485Manual       5771Petrol   145   52.3     1volkswagen    4
32710   Polo   2019   12485Manual       3453Petrol   145   48.7     1volkswagen    4
32711   Polo   2019   15985Manual       1606Petrol   145   52.3     1volkswagen    4
32712   Polo   2019   15985Manual       2057Petrol   145   52.3     1volkswagen    4
32713   Polo   2016    8995Manual      26561Petrol    20   60.1     1volkswagen    7
32714   Polo   2019   13995Manual       2163Petrol   145   48.7     1volkswagen    4
32715   Polo   2019   14485Manual       1984Petrol   145   48.7     1volkswagen    4
32716   Polo   2016    9495Manual      24500Petrol    20   60.1   1.2volkswagen    7
32717   Polo   2017   11495Manual      19560Petrol     0   65.7     1volkswagen    6
32718   Polo   2016    9995Semi-Auto   40200Petrol    20   60.1   1.2volkswagen    7
32719   Polo   2019   13885Manual       2133Petrol   145   48.7     1volkswagen    4
32720   Polo   2019   14495Manual       1268Petrol   145   52.3     1volkswagen    4
32721   Polo   2017   12298Semi-Auto   11031Petrol   145   60.1   1.2volkswagen    6
32722   Polo   2016   10400Manual      37000Petrol     0   65.7     1volkswagen    7
32723   Polo   2015    8500Manual      24162Diesel     0   83.1   1.4volkswagen    8
32724   Polo   2018   12000Manual      21998Petrol   150   64.2     1volkswagen    5
32725   Polo   2018   12495Manual      16800Petrol   150   64.2     1volkswagen    5
32726   Polo   2018   11998Manual       3582Petrol   145   48.7     1volkswagen    5
32727   Polo   2018   13885Manual       5362Petrol   145   52.3     1volkswagen    5
32728   Polo   2015    8690Manual      33405Petrol    20   60.1   1.2volkswagen    8
32729   Polo   2017    9995Manual      26122Petrol   150   60.1   1.2volkswagen    6
32730   Polo   2016   13995Manual      18808Petrol   150    47    1.8volkswagen    7
32731   Polo   2017   12995Semi-Auto   13525Petrol    20   60.1   1.2volkswagen    6
32732   Polo   2013    6995Manual      27790Petrol   125   51.4   1.2volkswagen   10
32733   Polo   2013    6298Manual      29369Petrol   125   51.4   1.2volkswagen   10

32734   Polo   2020   18295Semi-Auto      10Petrol   145   45.6     1volkswagen    3
32735   Polo   2017   10295Manual      15215Petrol    20   58.9     1volkswagen    6
32736   Polo   2019   16895Manual       1631Petrol   145   49.6     1volkswagen    4
32737   Polo   2019   16495Manual       2550Petrol   145   49.6     1volkswagen    4
32738   Polo   2016    8995Manual      17500Petrol    20   60.1     1volkswagen    7
32739   Polo   2015   12495Manual       9142Petrol    20   61.4   1.4volkswagen    8
32740   Polo   2016    9995Manual      29605Petrol    20   60.1   1.2volkswagen    7
32741   Polo   2017   10495Manual      18171Petrol   150   60.1   1.2volkswagen    6
32742   Polo   2019   14790Manual       5000Petrol   145   47.9     1volkswagen    4
32743   Polo   2017    9495Manual      36647Petrol   145   60.1   1.2volkswagen    6
32744   Polo   2019   12485Manual       3286Petrol   145   48.7     1volkswagen    4
32745   Polo   2019   13485Manual       3004Petrol   145   48.7     1volkswagen    4
32746   Polo   2019   15790Manual       4500Petrol   145   52.3     1volkswagen    4
32747   Polo   2019   14990Manual       4500Petrol   145   52.3     1volkswagen    4
32748   Polo   2019   14490Manual       4500Petrol   145   47.9     1volkswagen    4
32749   Polo   2016    9995Manual      27303Petrol    20   60.1   1.2volkswagen    7
32750   Polo   2016    7995Manual      41099Petrol    20   60.1     1volkswagen    7
32751   Polo   2017    7790Manual      51376Diesel     0   74.3   1.4volkswagen    6
32752   Polo   2019   13990Manual       7155Petrol   145   52.3     1volkswagen    4
32753   Polo   2019   14290Manual       5000Petrol   145   52.3     1volkswagen    4
32754   Polo   2019   12990Manual       5000Petrol   145   52.3     1volkswagen    4
32755   Polo   2016    9290Manual      29742Petrol    20   60.1   1.2volkswagen    7
32756   Polo   2019   13290Manual       5000Petrol   145   52.3     1volkswagen    4
32757   Polo   2020   18490Manual         10Petrol   145   51.4     1volkswagen    3
32758   Polo   2015   10790Semi-Auto   20062Petrol    20   58.9     1volkswagen    8
32759   Polo   2015    8190Manual      54201Petrol    20   60.1   1.2volkswagen    8
32760   Polo   2017    9790Manual      22261Petrol    20   60.1     1volkswagen    6
32761   Polo   2017   13490Semi-Auto   11494Petrol    20   60.1   1.2volkswagen    6
32762   Polo   2018   12290Manual       8766Petrol   145   64.2     1volkswagen    5
32763   Polo   2015    9790Manual      27099Petrol    20   60.1   1.2volkswagen    8
32764   Polo   2020   16990Manual         10Petrol   145   52.3     1volkswagen    3
32765   Polo   2017   10498Manual      12081Petrol   145   60.1     1volkswagen    6
32766   Polo   2014    7698Manual       7672Petrol    20   60.1     1volkswagen    9
32767   Polo   2015    7698Manual      32632Petrol    20   60.1     1volkswagen    8
32768   Polo   2014    6498Manual      50426Petrol    20   60.1     1volkswagen    9
32769   Polo   2017   10290Manual      10831Petrol    20   60.1     1volkswagen    6
32770   Polo   2018   12290Manual       5257Petrol   145   64.2     1volkswagen    5
32771   Polo   2018   11495Manual      17171Petrol   145   64.2     1volkswagen    5
32772   Polo   2016   10495Manual      13910Petrol    20   60.1   1.2volkswagen    7
32773   Polo   2019   15790Semi-Auto    5000Petrol   145   46.3     1volkswagen    4
32774   Polo   2015   10490Automatic   18853Petrol    20   60.1   1.2volkswagen    8
32775   Polo   2016   11990Semi-Auto   17011Petrol    20   58.9     1volkswagen    7
32776   Polo   2019   16790Manual       2500Petrol   145   51.4     1volkswagen    4
32777   Polo   2017    9495Manual      21857Petrol    20   60.1     1volkswagen    6
32778   Polo   2020   17290Manual         10Petrol   145   52.3     1volkswagen    3
32779   Polo   2018   12695Manual      12993Petrol   150   62.8     1volkswagen    5
32780   Polo   2019   11495Manual       4303Petrol   150   48.7     1volkswagen    4
32781   Polo   2017    9790Manual      26337Petrol   145   60.1   1.2volkswagen    6
32782   Polo   2019   15990Semi-Auto    2711Petrol   145   46.3     1volkswagen    4
32783   Polo   2017   10498Manual      11288Petrol   145   60.1     1volkswagen    6
32784   Polo   2015    7998Manual      24504Petrol    20   60.1     1volkswagen    8
32785   Polo   2016    8498Manual      23111Petrol    20   60.1     1volkswagen    7
32786   Polo   2013    5998Manual      39296Petrol   125   51.4   1.2volkswagen   10
32787   Polo   2016    8795Manual      41586Petrol    20   60.1   1.2volkswagen    7
32788   Polo   2018   13895Manual       7327Petrol   145   60.1     1volkswagen    5
32789   Polo   2019   14950Manual         11Diesel   145   57.7   1.6volkswagen    4
32790   Polo   2019   14950Manual         46Diesel   145   57.7   1.6volkswagen    4
32791   Polo   2019   14950Manual          8Diesel   145   57.7   1.6volkswagen    4
32792   Polo   2019   14950Manual         77Diesel   145   57.7   1.6volkswagen    4
32793   Polo   2019   14950Manual         74Diesel   145   57.7   1.6volkswagen    4
32794   Polo   2019   13395Manual      14776Petrol   145   52.3     1volkswagen    4
32795   Polo   2017   11999Semi-Auto   17120Petrol   145   60.1   1.2volkswagen    6
32796   Polo   2020   17999Semi-Auto    1452Petrol   145   45.6     1volkswagen    3
32797   Polo   2015    5995Manual      55644Petrol    20   60.1     1volkswagen    8
32798   Polo   2015   11995Manual      37164Petrol   150    47    1.8volkswagen    8
32799   Polo   2017    9698Manual      27111Diesel   145   74.3   1.4volkswagen    6
32800   Polo   2016    9298Manual      19352Petrol    20   60.1   1.2volkswagen    7
32801   Polo   2017    9498Manual      23058Petrol    20   60.1     1volkswagen    6
32802   Polo   2016   10799Manual      25520Petrol     0   65.7     1volkswagen    7
32803   Polo   2016   10999Semi-Auto   20856Petrol    20   60.1   1.2volkswagen    7

32804   Polo   2018   16999Semi-Auto   22923Petrol   145   47.9     2volkswagen    5
32805   Polo   2017   10495Manual      11508Petrol   150   60.1     1volkswagen    6
32806   Polo   2017   13495Semi-Auto    6317Petrol   145   60.1   1.2volkswagen    6
32807   Polo   2017    9995Manual      15218Petrol   150   60.1     1volkswagen    6
32808   Polo   2017   10250Manual      20991Petrol   150   60.1     1volkswagen    6
32809   Polo   2018   11295Manual      17306Petrol   145   60.1     1volkswagen    5
32810   Polo   2019   18299Semi-Auto    5407Petrol   145   39.8     2volkswagen    4
32811   Polo   2016    9799Manual      32928Petrol    20   60.1   1.2volkswagen    7
32812   Polo   2017   10495Manual      18744Petrol   145   60.1     1volkswagen    6
32813   Polo   2016   10495Manual      25476Petrol     0   65.7     1volkswagen    7
32814   Polo   2016    9250Manual      16921Petrol    20   60.1     1volkswagen    7
32815   Polo   2017   10495Manual      27785Petrol   150   60.1   1.2volkswagen    6
32816   Polo   2020   13995Manual       3168Petrol   150   47.9     1volkswagen    3
32817   Polo   2017   12995Semi-Auto   12000Petrol   145   60.1   1.2volkswagen    6
32818   Polo   2018   12995Manual       7997Petrol   145   58.9     1volkswagen    5
32819   Polo   2016   10495Semi-Auto   33958Petrol    20   60.1   1.2volkswagen    7
32820   Polo   2017   11588Manual       9718Petrol   150   60.1   1.2volkswagen    6
32821   Polo   2017    9495Manual      23260Petrol    20   60.1     1volkswagen    6
32822   Polo   2017   11495Manual      28221Diesel   145   74.3   1.4volkswagen    6
32823   Polo   2016    9495Manual      28404Diesel     0   83.1   1.4volkswagen    7
32824   Polo   2018   15495Manual       7257Petrol   145   51.4     1volkswagen    5
32825   Polo   2017   13000Manual      16153Petrol   145    47    1.8volkswagen    6
32826   Polo   2014    7000Manual      20048Petrol    20   60.1     1volkswagen    9
32827   Polo   2016   12695Semi-Auto   26278Petrol    20   61.4   1.4volkswagen    7
32828   Polo   2017    8995Manual      12301Petrol   145   60.1     1volkswagen    6
32829   Polo   2018   16995Semi-Auto   16940Petrol   145   47.9     2volkswagen    5
32830   Polo   2016    8798Manual      17399Petrol    20   58.9     1volkswagen    7
32831   Polo   2019   15995Manual       6781Petrol   145   51.4     1volkswagen    4
32832   Polo   2019   11990Manual      12042Petrol   150   48.7     1volkswagen    4
32833   Polo   2018   10490Manual      28200Petrol   150   60.1     1volkswagen    5
32834   Polo   2019   17990Semi-Auto    6728Petrol   150   39.8     2volkswagen    4
32835   Polo   2018   14995Semi-Auto    9535Petrol   145   61.4     1volkswagen    5
32836   Polo   2016    9698Manual      15512Petrol    20   60.1     1volkswagen    7
32837   Polo   2017   10995Manual      26610Petrol   145   60.1   1.2volkswagen    6
32838   Polo   2016    9298Manual      31516Petrol    20   60.1   1.2volkswagen    7
32839   Polo   2016    6790Manual      51002Petrol    20   60.1     1volkswagen    7
32840   Polo   2018   11990Manual      17654Petrol   145   64.2     1volkswagen    5
32841   Polo   2020   15990Manual        752Diesel   145   57.7   1.6volkswagen    3
32842   Polo   2016    8998Manual      21276Petrol    20   60.1     1volkswagen    7
32843   Polo   2017    9498Manual      25567Petrol   145   60.1   1.2volkswagen    6
32844   Polo   2014    6472Manual      45622Petrol   125   51.4   1.2volkswagen    9
32845   Polo   2017    9998Manual      23739Petrol   145   58.9     1volkswagen    6
32846   Polo   2015    8498Manual      38502Petrol    20   60.1   1.2volkswagen    8
32847   Polo   2019   15495Semi-Auto    5136Petrol   145   45.6     1volkswagen    4
32848   Polo   2016   10450Manual      18919Petrol    20   60.1   1.2volkswagen    7
32849   Polo   2019   13495Manual       6789Petrol   145   48.7     1volkswagen    4
32850   Polo   2017   10495Manual      29358Petrol   145   60.1   1.2volkswagen    6
32851   Polo   2018   13295Manual      16283Petrol   145   62.8     1volkswagen    5
32852   Polo   2014    8298Semi-Auto   52651Petrol    20   60.1   1.2volkswagen    9
32853   Polo   2016    8298Manual      42401Petrol    20   60.1   1.2volkswagen    7
32854   Polo   2017   11995Semi-Auto   31423Petrol   145   60.1   1.2volkswagen    6
32855   Polo   2019   15495Manual       1000Diesel   145   57.7   1.6volkswagen    4
32856   Polo   2016   12698Semi-Auto   28135Petrol    20   61.4   1.4volkswagen    7
32857   Polo   2018   12495Manual      19000Petrol   145   64.2     1volkswagen    5
32858   Polo   2015    8698Manual      24208Petrol    20   60.1   1.2volkswagen    8
32859   Polo   2019   19498Semi-Auto    5505Petrol   145   39.8     2volkswagen    4
32860   Polo   2019   13995Manual       1000Petrol   145   48.7     1volkswagen    4
32861   Polo   2016    8498Manual      26001Petrol    20   60.1     1volkswagen    7
32862   Polo   2017    9998Manual      22785Petrol   145   60.1     1volkswagen    6
32863   Polo   2020   11995Manual      18754Petrol   145   48.7     1volkswagen    3
32864   Polo   2017    9998Manual      26022Petrol   145   58.9     1volkswagen    6
32865   Polo   2017   11998Semi-Auto   15209Petrol   150   60.1   1.2volkswagen    6
32866   Polo   2016    8698Manual      33098Petrol    20   60.1     1volkswagen    7
32867   Polo   2017    8298Manual      23252Petrol    20   60.1     1volkswagen    6
32868   Polo   2017   12698Manual      38020Petrol   150    47    1.8volkswagen    6
32869   Polo   2016    8998Manual      21998Petrol    20   60.1     1volkswagen    7
32870   Polo   2015    7998Manual      16216Petrol    20   60.1     1volkswagen    8
32871   Polo   2015    7498Manual      22208Petrol    20   60.1     1volkswagen    8
